gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,$74.45,$1145.7,YES
Female,1,No,No,7.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$76.45,$503.6,Yes
Female,0,Yes,Yes,15.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,BANK TRANSFER (AUTOMATIC),$105.35,$nan,NO
Male,0,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,CREDIT CARD (AUTOMATIC),$20.55,$nan,  No  
Female,0,No,No,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),$29.95,$29.95,Yes
Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,MAILED CHECK,$45.3,$nan,  No  
Male,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$84.5,$662.65,Yes
Male,0,Yes,Yes,,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit Card (Automatic),$74.75,$2453.3,No
Female,0,No,No,13.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,electronic check,$79.25,$1111.65,  Yes  
Female,0,Yes,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$24.8,$24.8,Yes
Male,0,No,No,20.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,$51.8,$nan,No
Male,0,No,No,3.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,ELECTRONIC CHECK,$30.4,$82.15,No
Female,0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,  Electronic check  ,$19.65,$244.8,no
Female,0,Yes,No,40.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit Card (Automatic),$56.6,$2379.1,no
Male,0,Yes,Yes,43.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,credit card (automatic),$71.9,$3173.35,No
Male,0,Yes,No,6.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,$91.0,$531.0,Yes
Female,0,Yes,Yes,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,BANK TRANSFER (AUTOMATIC),$19.75,$1375.4,No
Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),$109.7,$8129.3,  No  
Male,0,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit Card (Automatic),$19.3,$nan,NO
Female,0,Yes,No,20.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,electronic check,$96.55,$1901.65,  No  
Male,0,Yes,Yes,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,  Bank transfer (automatic)  ,$24.1,$587.4,no
Male,0,No,No,59.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,ELECTRONIC CHECK,$111.35,$6519.75,no
Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,  Bank transfer (automatic)  ,$112.25,$8041.65,No
Male,0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$20.75,$20.75,NO
Female,0,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit Card (Automatic),£101.9,£2681.15,no
Female,0,No,No,14.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),$80.05,$1112.3,NO
Male,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,electronic check,$105.55,$7405.5,No
Male,0,No,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$78.3,$1033.95,no
Male,0,No,No,44.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit Card (Automatic),$68.85,$2958.95,no
Female,0,No,No,33.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank Transfer (Automatic),$79.95,$2684.85,No
Male,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,  Credit card (automatic)  ,$55.45,$4179.2,NO
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,$79.9,$nan,  Yes  
Female,0,No,No,19.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,$106.6,$nan,Yes
Male,0,Yes,No,64.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,  Credit card (automatic)  ,$102.45,$6654.1,NO
Male,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),$46.0,$84.5,Yes
Female,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,  Electronic check  ,$25.25,$25.25,  No  
Male,0,No,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,$19.75,$1124.2,No
Female,0,Yes,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,$20.0,$540.05,NO
Male,1,Yes,No,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,  Electronic check  ,$86.8,$1975.85,NO
Female,0,Yes,No,57.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank Transfer (Automatic),$58.75,$3437.45,  No  
Male,0,Yes,Yes,,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,credit card (automatic),$45.25,$3139.8,No
Male,0,Yes,No,66.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,  Bank transfer (automatic)  ,$56.6,$3789.2,No
Male,0,Yes,Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,BANK TRANSFER (AUTOMATIC),£84.2,£nan,NO
Female,0,No,No,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),$80.0,$624.6,No
Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$70.15,$268.35,Yes
Female,0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Bank transfer (automatic)  ,$24.75,$1836.9,  No  
Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,ELECTRONIC CHECK,$20.2,$20.2,No
Male,0,Yes,No,4.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed Check,$50.05,$179.35,yes
Female,0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),$19.35,$219.35,No
Male,0,No,No,24.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed Check,$50.6,$1288.75,  No  
Female,0,Yes,Yes,31.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,mailed check,$81.15,$nan,no
Female,0,Yes,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,$55.2,$nan,YES
Male,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit Card (Automatic),$89.9,$2723.15,NO
Female,0,Yes,Yes,47.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),$85.3,$4107.25,NO
Male,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,  Credit card (automatic)  ,$108.0,$5760.65,NO
Male,0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$93.5,$4747.5,no
Male,0,No,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,mailed check,$84.6,$84.6,Yes
Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),$20.25,$1566.9,No
Female,0,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,ELECTRONIC CHECK,$25.15,$702.0,no
Male,0,No,No,2.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed Check,$54.4,$114.1,Yes
Female,0,No,No,10.0,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,  Mailed check  ,$29.6,$299.05,no
Male,0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$73.15,$1305.95,No
Female,1,No,No,11.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,  Electronic check  ,$95.0,$1120.3,Yes
Male,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,$19.75,$nan,No
Female,0,No,No,,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,  Bank transfer (automatic)  ,$86.6,$6350.5,  No  
Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),$109.2,$7878.3,No
Female,0,Yes,Yes,41.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit Card (Automatic),$74.7,$3187.65,  No  
Female,1,Yes,No,65.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic Check,$94.4,$6126.15,  No  
Female,1,No,No,13.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,  Electronic check  ,$54.8,$731.3,no
Male,1,No,No,4.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$75.35,$nan,  No  
Male,0,No,No,41.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,  Mailed check  ,$65.0,$2531.8,NO
Male,1,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,$74.4,$nan,Yes
Male,0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,  Mailed check  ,$48.55,$nan,yes
Male,0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,electronic check,$99.0,$4298.45,no
Female,0,Yes,No,51.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,  Electronic check  ,$93.5,$4619.55,No
Female,0,Yes,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,$70.4,$147.15,Yes
Male,1,Yes,No,,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,electronic check,$40.2,$nan,yes
Male,0,No,Yes,32.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,  Credit card (automatic)  ,$83.7,$2633.3,  No  
Male,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,  Mailed check  ,$19.85,$193.05,  No  
Female,0,Yes,Yes,67.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,  Electronic check  ,$nan,$4103.9,No
Female,0,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),$115.1,$7008.15,no
Male,0,No,No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,CREDIT CARD (AUTOMATIC),$114.35,$nan,NO
Female,0,Yes,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),$44.6,$80.55,YES
Female,1,Yes,No,29.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,electronic check,$45.0,$1228.65,NO
Male,1,No,No,3.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,$41.15,$132.2,Yes
Male,1,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,ELECTRONIC CHECK,$106.9,$1364.3,yes
Male,1,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,electronic check,$89.85,$4925.35,No
Female,0,No,No,,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,BANK TRANSFER (AUTOMATIC),$49.85,$1520.1,  No  
Female,0,Yes,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,mailed check,$113.3,$5032.25,No
Female,0,Yes,Yes,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,MAILED CHECK,$88.1,$5526.75,NO
Male,0,No,No,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),$24.9,$nan,No
Female,1,No,No,19.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed Check,$105.0,$2007.25,no
Male,0,No,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Mailed check  ,$19.35,$1099.6,  Yes  
Female,0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),$24.25,$1732.95,  No  
Female,1,No,No,16.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,$94.45,$1511.2,Yes
Male,0,Yes,No,57.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,ELECTRONIC CHECK,$59.75,$3450.15,NO
Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank Transfer (Automatic),$24.8,$24.8,Yes
Male,1,Yes,No,20.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic Check,$107.05,$2172.05,No
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,  Mailed check  ,$70.6,$70.6,Yes
Male,0,Yes,No,5.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$85.4,$401.1,yes
Female,0,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,$105.05,$5624.85,Yes
Male,1,Yes,No,21.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank Transfer (Automatic),$64.95,$1339.8,No
Male,0,No,No,,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,electronic check,$nan,$771.95,No
Female,0,No,No,5.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank Transfer (Automatic),$50.55,$244.75,no
Female,0,No,No,6.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,$55.15,$nan,  No  
Female,0,No,No,,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,electronic check,$51.2,$498.25,no
Female,0,No,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Mailed check  ,$25.4,$25.4,NO
Female,0,No,No,68.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,mailed check,$54.45,$3687.75,No
Male,0,Yes,Yes,18.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,mailed check,$95.15,$1779.95,Yes
Female,0,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,  Credit card (automatic)  ,$76.0,$1783.6,NO
Female,0,No,No,20.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$44.35,$927.15,No
Male,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,$70.0,$70.0,yes
Male,1,No,No,8.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$74.5,$606.55,Yes
Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$44.85,$435.4,YES
Male,1,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$76.1,$1712.7,Yes
Male,0,No,No,35.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed Check,$61.2,$nan,No
Male,0,Yes,Yes,23.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,mailed check,$86.8,$1940.8,No
Female,1,No,No,6.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,$89.35,$567.8,No
Female,0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,MAILED CHECK,$19.7,$220.35,No
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$20.25,$20.25,  No  
Female,0,Yes,Yes,71.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,electronic check,$76.05,$5436.45,No
Male,1,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,ELECTRONIC CHECK,$100.8,$3437.5,NO
Male,0,Yes,Yes,40.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,$74.55,$3015.75,No
Female,0,No,Yes,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,$nan,$73.6,  Yes  
Male,0,No,No,23.0,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,BANK TRANSFER (AUTOMATIC),$64.9,$1509.8,no
Female,1,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,  Electronic check  ,$95.45,$396.1,Yes
Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,electronic check,$90.4,$356.65,NO
Female,0,Yes,Yes,68.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),$60.3,$4109.0,No
Male,0,No,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed Check,£81.85,£3141.7,NO
Male,0,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed Check,$24.8,$1229.1,No
Male,1,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$74.9,$nan,  Yes  
Male,0,Yes,Yes,29.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,$75.55,$2054.4,no
Male,1,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,$101.15,$3741.85,No
Male,0,No,Yes,48.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit Card (Automatic),$78.75,$3682.45,No
Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,  Bank transfer (automatic)  ,$19.25,$19.25,  No  
Female,0,No,No,22.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,  Electronic check  ,$89.05,$1886.25,  No  
Female,0,No,No,43.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),$115.05,$4895.1,no
Female,1,Yes,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$69.35,$341.6,No
Male,0,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,  Electronic check  ,$80.6,$415.55,yes
Male,0,Yes,Yes,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit Card (Automatic),$110.05,$5686.4,No
Male,0,No,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,CREDIT CARD (AUTOMATIC),$19.9,$1355.1,NO
Female,0,Yes,Yes,38.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,  Credit card (automatic)  ,$80.3,$3058.65,Yes
Male,1,Yes,No,24.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,ELECTRONIC CHECK,$93.15,$2231.05,Yes
Male,0,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit Card (Automatic),$91.5,$3236.35,  No  
Female,1,No,No,54.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,bank transfer (automatic),$82.45,$4350.1,  Yes  
Female,0,Yes,Yes,72.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,  Electronic check  ,$nan,$4264.0,  No  
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$44.8,$44.8,  No  
Female,0,Yes,Yes,9.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,  Mailed check  ,$48.6,$422.3,  No  
Male,0,No,No,69.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),$60.05,$4176.7,  No  
Female,0,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit Card (Automatic),$nan,$5138.1,  No  
Female,1,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$82.9,$880.05,No
Female,1,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$70.35,$139.05,Yes
Female,1,Yes,Yes,28.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic Check,$35.9,$973.65,No
Female,1,No,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,  Credit card (automatic)  ,$82.65,$1470.05,no
Female,0,Yes,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,  Mailed check  ,$19.85,$739.35,no
Female,0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,  Mailed check  ,$19.2,$161.95,No
Male,0,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,  Credit card (automatic)  ,$94.9,$4422.95,No
Female,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$73.85,$511.25,Yes
Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,mailed check,$80.6,$nan,YES
Male,0,Yes,Yes,68.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,bank transfer (automatic),$75.8,$5293.95,YES
Female,0,No,No,43.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,  Electronic check  ,$104.6,$4759.85,YES
Female,0,No,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,ELECTRONIC CHECK,$88.15,$6148.45,  No  
Female,0,No,No,36.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$94.8,$3565.65,no
Male,0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,$103.4,$6603.0,  Yes  
Female,1,No,No,32.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$54.65,$1830.1,NO
Female,0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit Card (Automatic),$85.75,$6223.8,  No  
Female,0,Yes,Yes,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,BANK TRANSFER (AUTOMATIC),$67.45,$4508.65,No
Male,0,No,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,MAILED CHECK,$20.5,$nan,No
Female,0,No,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,  Credit card (automatic)  ,$20.25,$865.0,no
Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$72.1,$72.1,NO
